formatted_date,MCD,SBUX,GOOG,AMZN,MSFT,JPM,BAC,C,MAR,HLT,RCL,V,MA,PYPL
2/1/2019,171.2180023,66.4725647,1119.920044,1639.829956,108.3323288,96.03542328,27.16749763,58.02635193,123.0069885,82.43377686,114.4528198,145.3822174,221.6247101,98.06999969
3/1/2019,177.9879456,70.69968414,1173.310059,1780.75,114.5343323,93.1550827,25.90709305,56.82684708,123.2282791,82.59207916,110.7240143,153.5706329,232.1552734,103.8399963
4/1/2019,185.1768341,73.87611389,1188.47998,1926.52002,126.8287506,106.7929306,28.71470833,64.57180023,134.3896637,86.44789886,117.5181046,161.6724396,250.6823578,112.7699966
5/1/2019,185.8329163,72.33544922,1103.630005,1775.069946,120.1085663,98.25390625,24.97748184,56.76291275,122.9820099,88.88263702,118.3149109,158.6244202,248.3171234,109.75
6/1/2019,195.7737427,80.09482574,1080.910034,1893.630005,130.5732727,103.6691818,27.23108482,64.37158203,138.7232056,97.28673553,117.7804642,170.9019165,261.1925964,114.4599991
7/1/2019,198.6585846,90.4709549,1216.680054,1866.780029,132.8248901,107.5637283,28.96427917,65.41027832,137.5069427,96.10224915,113.7019272,175.2840271,268.8349609,110.4000015
8/1/2019,205.4936218,92.25762177,1188.099976,1776.290039,134.3746643,102.5914764,25.9715519,59.15052795,124.6521378,91.94163513,101.91539,178.0610199,278.1573792,109.0500031
9/1/2019,203.490509,84.80052185,1219,1735.910034,135.9663391,109.9034348,27.53872108,63.97569656,123.4344025,92.82728577,105.8735657,169.629837,268.4693909,103.5899963
10/1/2019,186.4216156,81.09853363,1260.109985,1776.660034,140.2107086,116.6550827,29.71585655,66.55029297,125.5979996,96.66559601,107.1015778,176.3850403,273.6495056,104.0999985
11/1/2019,184.3175964,81.93291473,1304.959961,1800.800049,148.04422,124.0281982,31.66396904,69.56941986,139.3041077,104.6811752,118.1138535,181.9568634,289.2441101,108.0100021
12/1/2019,188.4842987,84.74249268,1337.02002,1847.839966,154.7497253,131.2198639,33.46953964,74.51580811,150.8252258,110.7400665,131.3896027,185.610321,295.5391235,108.1699982
1/1/2020,204.0888062,81.76416016,1434.22998,2008.719971,167.0453186,124.5929947,31.36865044,69.40444946,139.5006409,107.6348343,115.9292679,196.5454559,312.711853,113.8899994
2/1/2020,185.2031708,75.59546661,1339.329956,1883.75,158.9791107,109.9982147,27.23138809,59.58349991,123.5047836,97.05107117,79.61968231,179.5451508,287.6676331,107.9899979
3/1/2020,158.7010345,63.65940094,1162.810059,1949.719971,155.1822815,85.29101563,20.28499794,39.54706955,74.80999756,68.23999786,31.85381126,159.3871613,239.4108276,95.73999786
4/1/2020,180.0179138,74.30158997,1348.660034,2474,176.3376617,90.71941376,23.12609673,45.59368134,90.94000244,75.70999908,46.77000046,176.7978668,272.5235901,123
5/1/2020,178.8277893,75.52171326,1428.920044,2442.370117,180.3129272,93.14577484,23.19340706,44.98338699,88.5,79.30999756,51.86999893,193.1402283,298.6741333,155.0099945
6/1/2020,178.2326355,71.66368103,1413.609985,2758.820068,200.8058777,90.03484344,22.83761978,48.48775864,85.73000336,73.44999695,50.29999924,191.4124603,293.5223694,174.2299957
7/1/2020,187.7109528,74.5267334,1482.959961,3164.679932,202.285965,92.50444031,24.09105873,47.45348358,83.83000183,75.05000305,48.70999908,188.6676483,306.2578735,196.0700073
8/1/2020,206.3003998,82.25888824,1634.180054,3450.959961,222.5332947,96.83705139,24.92378998,48.9979744,102.9100037,90.36000061,68.83999634,210.0612183,356.026947,204.1399994
9/1/2020,213.3092346,84.12607574,1469.599976,3148.72998,208.0369568,93.04823303,23.32611084,41.32047653,92.58000183,85.31999969,64.73000336,198.4501343,336.1278687,197.0299988
10/1/2020,207.0019836,85.14437103,1621.01001,3036.149902,200.262619,94.75900269,23.10833931,39.70062637,92.87999725,87.80999756,56.41999817,180.3289185,286.8969727,186.1300049
11/1/2020,211.3169556,95.97344208,1760.73999,3168.040039,211.7361755,114.9922791,27.4569931,53.43819427,126.8700027,103.6299973,78.80999756,208.7512512,334.8674011,214.1199951
12/1/2020,209.7769623,105.2403107,1751.880005,3256.929932,220.571106,123.9571457,29.55331993,59.83292389,131.9199982,111.2600021,74.69000244,217.3946075,355.1976318,234.1999969
1/1/2021,203.1878204,95.23569489,1835.73999,3206.199951,230.0317993,125.5179596,29.08997917,56.2716713,116.3099976,101.3899994,65,192.0701752,314.7460632,234.3099976
2/1/2021,201.5258789,106.2732315,2036.859985,3092.929932,230.4483185,144.5986786,34.05440903,64.47280884,148.0700073,123.6800003,93.26999664,211.0933228,352.5690918,259.8500061
3/1/2021,220.4712067,107.9506912,2068.629883,3094.080078,234.3486328,149.5702667,37.95923615,71.19606781,148.1100006,120.9199982,85.61000061,210.7640381,354.7610779,242.8399963
4/1/2021,232.2157593,113.1076736,2410.120117,3467.419922,250.6596985,151.1226654,39.96198654,69.71832275,148.5200043,128.6999969,86.94999695,232.4944458,380.6769409,262.2900085
5/1/2021,230.061615,112.5050354,2411.560059,3223.070068,248.1747589,162.3208466,41.79592133,77.56448364,143.5800018,125.2699966,93.26999664,226.2630157,359.7012329,260.019989
6/1/2021,228.4639587,110.8995285,2506.320068,3440.159912,269.8886108,153.7225037,40.6521759,69.72033691,136.5200043,120.6200027,85.27999878,233.0913544,364.2002258,291.480011
7/1/2021,240.0557861,120.4411926,2704.419922,3327.590088,,150.0064545,37.98161316,66.63588715,145.9799957,131.4499969,76.87000275,245.6221771,384.9994202,275.5299988
8/1/2021,234.863205,116.5332718,2909.23999,3470.790039,300.7529602,158.9919281,41.33817291,71.39259338,135.1399994,124.8600006,82.73000336,228.3860626,345.7931213,288.6600037
9/1/2021,239.7806702,109.8364029,2665.310059,3285.040039,281.4051819,162.7095337,42.03126907,69.6750412,148.0899963,132.1100006,88.94999695,222.358551,347.241272,260.2099915
10/1/2021,244.1961975,105.6146088,2965.409912,3372.429932,331.0144043,168.8723907,47.55112839,68.66238403,160.0200043,143.9499969,84.43000031,211.3978577,335.0965881,232.5899963
11/1/2021,243.2514343,109.169281,2849.040039,3507.070068,329.9862976,158.8300018,44.25698471,63.70000076,147.5599976,135.0700073,69.81999969,193.4294891,314.9200134,184.8899994
